id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,,
139780,694,12,NULL,2,585,168,NULL,NULL,3/2/2013 10:30,NULL,1,0,3/2/2013 8:54,12.97677,77.5727,12.99313,77.59828,,
139802,25952,12,NULL,2,520,393,NULL,NULL,3/2/2013 16:15,NULL,0,0,3/2/2013 13:13,12.92598,77.61837,13.19956,77.70688,,
139812,25960,85,NULL,2,1017,1384,NULL,NULL,3/2/2013 21:15,NULL,1,0,3/2/2013 15:32,13.11084,77.60074,13.02853,77.54625,,
139822,12849,12,NULL,2,176,330,NULL,NULL,3/3/2013 5:30,NULL,0,0,3/2/2013 16:44,12.9073,77.69512,12.858833,77.589127,,
139829,32534,12,NULL,2,484,393,NULL,NULL,3/3/2013 9:00,NULL,0,0,3/2/2013 17:39,12.90013,77.48279,13.19956,77.70688,,
139839,25973,12,NULL,2,852,824,NULL,NULL,3/2/2013 21:00,NULL,0,0,3/2/2013 18:44,12.98758,77.60512,13.06557,77.58646,,
139853,25978,12,NULL,2,293,572,NULL,NULL,3/2/2013 21:00,NULL,0,0,3/2/2013 20:21,12.849482,77.663187,12.91873,77.61494,,
139857,25980,12,NULL,2,849,393,NULL,NULL,3/3/2013 6:00,NULL,0,0,3/2/2013 20:33,12.95434,77.60072,13.19956,77.70688,,
139862,25982,12,NULL,2,1281,571,NULL,NULL,3/2/2013 21:15,NULL,0,0,3/2/2013 21:03,12.934634,77.611283,12.95185,77.69642,,
139869,19221,12,NULL,2,214,393,NULL,NULL,3/3/2013 8:15,NULL,0,0,3/2/2013 22:10,12.9822,77.60832,13.19956,77.70688,,
139875,25987,12,NULL,2,1384,293,NULL,NULL,3/3/2013 16:15,NULL,1,0,3/2/2013 22:31,13.02853,77.54625,12.849482,77.663187,,
139876,25988,12,NULL,2,1373,1056,NULL,NULL,3/2/2013 23:45,NULL,0,0,3/2/2013 22:39,13.037255,77.58166,12.919199,77.60931,,
139881,25993,12,1,3,142,NULL,NULL,NULL,3/3/2013 12:00,3/3/2013,1,0,3/3/2013 0:05,12.91281,77.60923,NULL,NULL,,
139882,25994,65,2,3,571,NULL,NULL,NULL,3/3/2013 8:00,NULL,0,0,3/3/2013 0:12,12.95185,77.69642,NULL,NULL,,
139884,18564,12,NULL,2,1053,393,NULL,NULL,3/3/2013 10:00,NULL,0,0,3/3/2013 0:45,12.912799,77.589784,13.19956,77.70688,,
139893,16174,12,1,3,293,NULL,NULL,NULL,3/3/2013 17:30,NULL,0,0,3/3/2013 9:22,12.849482,77.663187,NULL,NULL,,
139895,15094,12,1,3,1338,NULL,NULL,NULL,3/3/2013 14:00,3/3/2013,1,0,3/3/2013 9:32,13.03017,77.56684,NULL,NULL,,
139902,26003,85,NULL,2,182,393,NULL,NULL,3/3/2013 16:00,NULL,1,0,3/3/2013 10:10,12.94574,77.64928,13.19956,77.70688,,
139906,26006,86,NULL,2,1330,1384,NULL,NULL,3/4/2013 6:00,NULL,1,0,3/3/2013 11:06,12.953434,77.70651,13.02853,77.54625,,
139909,26010,12,1,3,1243,NULL,NULL,NULL,3/3/2013 14:30,3/3/2013,1,0,3/3/2013 11:20,12.98275,77.61582,NULL,NULL,,
139940,26025,12,NULL,2,541,1371,NULL,NULL,3/3/2013 18:00,NULL,0,0,3/3/2013 16:25,12.93524,77.61997,13.000418,77.674835,,
139951,26003,85,NULL,2,344,1384,NULL,NULL,3/5/2013 10:00,NULL,0,0,3/3/2013 18:39,12.94788,77.67092,13.02853,77.54625,,
139963,26038,12,NULL,2,1384,149,NULL,NULL,3/4/2013 7:45,NULL,0,0,3/3/2013 19:42,13.02853,77.54625,12.93022,77.56039,,
139964,26039,28,NULL,2,1384,137,NULL,NULL,3/4/2013 6:45,NULL,1,0,3/3/2013 20:03,13.02853,77.54625,12.81575,77.68465,,
139965,16828,85,NULL,2,1085,1192,NULL,NULL,3/4/2013 6:00,NULL,0,0,3/3/2013 20:20,12.911942,77.651582,12.97677,77.5727,,
139966,26040,28,NULL,2,1099,393,NULL,NULL,3/3/2013 23:45,NULL,1,0,3/3/2013 20:22,12.93652,77.54481,13.19956,77.70688,,
139971,25281,12,NULL,2,1159,603,NULL,NULL,3/4/2013 8:00,NULL,0,0,3/3/2013 20:58,12.90163,77.582,12.97357,77.61043,,
139985,14344,12,NULL,1,1150,NULL,15,32,3/4/2013 0:30,3/4/2013,0,0,3/3/2013 23:41,12.99287,77.71662,NULL,NULL,,
139987,26051,65,NULL,2,92,393,NULL,NULL,3/4/2013 6:30,NULL,1,0,3/4/2013 0:26,12.99569,77.6835,13.19956,77.70688,,
139990,21969,12,NULL,2,356,1122,NULL,NULL,3/4/2013 18:00,NULL,1,0,3/4/2013 1:08,12.833854,77.400913,13.02622,77.70143,,
139997,26055,12,2,3,516,NULL,NULL,NULL,3/4/2013 8:45,NULL,0,0,3/4/2013 7:45,13.0056,77.65799,NULL,NULL,,
140003,24042,12,NULL,2,83,1283,NULL,NULL,3/4/2013 10:15,NULL,1,0,3/4/2013 9:08,12.92415,77.67229,12.973535,77.750528,,
140014,22074,12,NULL,2,1133,585,NULL,NULL,3/4/2013 16:30,NULL,0,0,3/4/2013 10:57,12.9744,77.69183,12.97677,77.5727,,
140015,26061,12,NULL,2,393,1036,NULL,NULL,3/4/2013 11:15,NULL,0,0,3/4/2013 10:59,13.19956,77.70688,12.925568,77.580568,,
140017,24358,12,NULL,2,542,393,NULL,NULL,3/5/2013 8:00,NULL,0,0,3/4/2013 11:12,12.93823,77.62289,13.19956,77.70688,,
140023,24976,12,NULL,2,1096,541,NULL,NULL,3/4/2013 12:30,NULL,0,0,3/4/2013 12:03,12.96519,77.71932,12.93524,77.61997,,
140025,17294,12,NULL,2,571,1371,NULL,NULL,3/5/2013 7:45,NULL,1,0,3/4/2013 12:12,12.95185,77.69642,13.000418,77.674835,,
140043,26075,12,1,3,1301,NULL,NULL,NULL,3/4/2013 17:30,NULL,0,0,3/4/2013 15:44,12.937222,77.626915,NULL,NULL,,
140045,25953,23,NULL,2,529,571,NULL,NULL,3/4/2013 16:30,NULL,0,0,3/4/2013 15:55,12.93615,77.61322,12.95185,77.69642,,
140050,26080,85,NULL,2,1086,452,NULL,NULL,3/5/2013 8:30,3/6/2013,1,0,3/4/2013 16:53,12.907487,77.64729,12.95278,77.59088,,
140052,22766,12,NULL,2,1337,768,NULL,NULL,3/4/2013 20:00,NULL,0,0,3/4/2013 17:05,12.975693,77.729096,12.98999,77.55332,,
140054,29827,12,NULL,2,1152,393,NULL,NULL,3/5/2013 5:00,NULL,0,0,3/4/2013 17:24,12.87153,77.60206,13.19956,77.70688,,
140055,3128,24,1,3,1068,NULL,NULL,NULL,3/4/2013 18:00,NULL,0,0,3/4/2013 17:30,13.044009,77.606805,NULL,NULL,,
140057,23558,12,1,3,1040,NULL,NULL,NULL,3/5/2013 9:30,NULL,0,0,3/4/2013 17:38,12.920078,77.583432,NULL,NULL,,
140058,26081,12,NULL,2,1371,1150,NULL,NULL,3/17/2013 0:30,3/18/2013,1,0,3/4/2013 17:52,13.000418,77.674835,12.99287,77.71662,,
140067,25281,12,NULL,2,1159,603,NULL,NULL,3/5/2013 8:00,NULL,0,0,3/4/2013 20:48,12.90163,77.582,12.97357,77.61043,,
140081,26127,85,NULL,2,540,541,NULL,NULL,3/5/2013 10:30,NULL,0,0,3/4/2013 23:06,12.92768,77.62664,12.93524,77.61997,,
140082,26089,12,NULL,2,689,1384,NULL,NULL,3/5/2013 8:15,NULL,0,0,3/4/2013 23:16,12.97672,77.64927,13.02853,77.54625,,
140088,26093,85,NULL,2,1010,58,NULL,NULL,3/5/2013 13:00,NULL,0,0,3/5/2013 6:21,12.96691,77.74935,12.88963,77.60119,,
140090,26095,12,NULL,2,974,1063,NULL,NULL,3/5/2013 9:00,NULL,0,0,3/5/2013 7:27,13.07557,77.55904,12.934477,77.611284,,
140092,23957,12,NULL,2,768,1037,NULL,NULL,3/5/2013 8:15,NULL,0,0,3/5/2013 7:46,12.98999,77.55332,12.934048,77.580568,,
140095,26054,12,NULL,2,515,784,NULL,NULL,3/5/2013 9:15,NULL,0,0,3/5/2013 8:18,12.97896,77.67345,12.96634,77.60709,,
140103,26099,12,NULL,2,1391,1070,NULL,NULL,3/5/2013 10:45,NULL,1,0,3/5/2013 9:57,12.970926,77.647321,12.926098,77.681121,,
140112,26105,12,NULL,2,1010,1337,NULL,NULL,3/5/2013 12:15,NULL,0,0,3/5/2013 11:41,12.96691,77.74935,12.975693,77.729096,,
140113,19071,23,NULL,2,1010,1052,NULL,NULL,3/6/2013 8:30,NULL,0,0,3/5/2013 11:49,12.96691,77.74935,12.912695,77.576265,,
140114,26106,12,NULL,2,1270,1062,NULL,NULL,3/5/2013 14:30,NULL,1,0,3/5/2013 12:00,12.921772,77.620358,13.059784,77.609219,,
140118,26093,12,NULL,2,58,1010,NULL,NULL,3/5/2013 15:45,NULL,0,0,3/5/2013 13:16,12.88963,77.60119,12.96691,77.74935,,
140130,868,12,NULL,2,603,1159,NULL,NULL,3/5/2013 18:00,NULL,0,0,3/5/2013 15:22,12.97357,77.61043,12.90163,77.582,,
140132,17331,12,NULL,2,117,1371,NULL,NULL,3/5/2013 18:45,NULL,0,0,3/5/2013 15:31,12.86966,77.62737,13.000418,77.674835,,
140145,24908,23,NULL,2,392,271,NULL,NULL,3/5/2013 23:00,NULL,1,0,3/5/2013 18:24,12.986284,77.735245,12.95641,77.64076,,
140148,26125,85,NULL,2,1384,1226,NULL,NULL,3/6/2013 7:15,3/7/2013,1,0,3/5/2013 19:07,13.02853,77.54625,13.01508,77.67796,,
140151,23066,85,2,3,1064,NULL,NULL,NULL,3/6/2013 9:30,NULL,0,0,3/5/2013 19:46,12.993978,77.585943,NULL,NULL,,
140155,26127,12,NULL,2,83,541,NULL,NULL,3/5/2013 22:00,NULL,0,0,3/5/2013 20:19,12.92415,77.67229,12.93524,77.61997,,
140174,7275,12,NULL,2,515,1283,NULL,NULL,3/7/2013 4:00,NULL,1,0,3/6/2013 1:02,12.97896,77.67345,12.973535,77.750528,,
140175,26137,65,NULL,2,62,585,NULL,NULL,3/7/2013 9:00,NULL,1,0,3/6/2013 2:33,12.92433,77.65006,12.97677,77.5727,,
140178,25859,12,NULL,2,117,1262,NULL,NULL,3/6/2013 9:00,NULL,1,0,3/6/2013 7:27,12.86966,77.62737,12.81575,77.68465,,
140179,26139,12,1,3,1160,NULL,NULL,NULL,3/6/2013 12:30,3/6/2013,1,0,3/6/2013 7:36,12.93884,77.69755,NULL,NULL,,
140195,16599,12,NULL,2,269,271,NULL,NULL,3/6/2013 11:00,NULL,0,0,3/6/2013 10:11,12.9744,77.69183,12.95641,77.64076,,
140196,26146,12,NULL,2,293,393,NULL,NULL,3/7/2013 5:30,NULL,0,0,3/6/2013 10:15,12.849482,77.663187,13.19956,77.70688,,
140197,15660,85,NULL,2,571,168,NULL,NULL,3/6/2013 12:15,NULL,0,0,3/6/2013 10:20,12.95185,77.69642,12.99313,77.59828,,
140209,26154,23,1,3,1263,NULL,NULL,NULL,3/6/2013 12:45,NULL,0,0,3/6/2013 12:16,12.96897,77.59456,NULL,NULL,,
140210,26155,12,NULL,2,1280,393,NULL,NULL,3/7/2013 9:30,NULL,1,0,3/6/2013 12:26,12.966054,77.717837,13.19956,77.70688,,
140215,24677,12,NULL,2,393,297,NULL,NULL,3/7/2013 9:30,NULL,1,0,3/6/2013 13:32,13.19956,77.70688,12.99789,77.61488,,
140218,26157,12,2,3,822,NULL,NULL,NULL,3/6/2013 14:45,NULL,0,0,3/6/2013 14:02,13.01024,77.58056,NULL,NULL,,
140219,26158,28,NULL,2,308,393,NULL,NULL,3/6/2013 16:30,NULL,0,0,3/6/2013 14:10,12.99049,77.69798,13.19956,77.70688,,
140220,23993,24,NULL,2,61,393,NULL,NULL,3/9/2013 3:30,NULL,1,0,3/6/2013 14:28,12.96298,77.71229,13.19956,77.70688,,
140225,26160,12,NULL,2,1365,1010,NULL,NULL,3/7/2013 7:00,NULL,0,0,3/6/2013 15:17,12.845653,77.677925,12.96691,77.74935,,
140228,26075,12,1,3,296,NULL,NULL,NULL,3/6/2013 16:00,NULL,0,0,3/6/2013 15:30,12.96662,77.59868,NULL,NULL,,
140231,26162,85,NULL,2,1383,393,NULL,NULL,3/6/2013 18:00,NULL,0,0,3/6/2013 16:20,12.930451,77.685822,13.19956,77.70688,,
140232,26163,85,NULL,2,1371,1183,NULL,NULL,3/7/2013 4:00,NULL,1,0,3/6/2013 16:25,13.000418,77.674835,12.965563,77.668576,,
140234,13704,12,NULL,1,585,NULL,15,15,3/10/2013 7:00,3/10/2013,1,0,3/6/2013 16:40,12.97677,77.5727,NULL,NULL,,
140240,41,12,NULL,2,1390,396,NULL,NULL,3/6/2013 22:00,NULL,1,0,3/6/2013 17:39,12.969368,77.641302,12.92073,77.66482,,
140267,26181,85,NULL,2,1358,585,NULL,NULL,3/9/2013 4:45,NULL,1,0,3/6/2013 22:23,12.933609,77.61656,12.97677,77.5727,,
140272,17959,12,NULL,2,115,393,NULL,NULL,3/7/2013 9:45,NULL,0,0,3/6/2013 23:00,12.99319,77.54472,13.19956,77.70688,,
140275,17959,12,NULL,2,393,590,NULL,NULL,3/10/2013 14:30,NULL,0,0,3/6/2013 23:06,13.19956,77.70688,13.00826,77.56433,,
140280,26187,12,NULL,2,353,393,NULL,NULL,3/7/2013 6:30,NULL,0,0,3/7/2013 4:50,13.03241,77.59914,13.19956,77.70688,,
140296,26196,87,1,3,83,NULL,NULL,NULL,3/8/2013 11:15,NULL,0,0,3/7/2013 10:59,12.92415,77.67229,NULL,NULL,,
140299,22641,85,NULL,2,61,393,NULL,NULL,3/8/2013 4:00,NULL,0,0,3/7/2013 11:34,12.96298,77.71229,13.19956,77.70688,,
140300,26200,12,NULL,2,87,393,NULL,NULL,3/8/2013 16:30,NULL,0,0,3/7/2013 11:46,12.97003,77.60658,13.19956,77.70688,,
140301,26184,12,NULL,2,97,590,NULL,NULL,3/7/2013 12:30,NULL,0,0,3/7/2013 11:50,12.97943,77.66125,13.00826,77.56433,,
140304,26203,12,NULL,2,151,1384,NULL,NULL,3/7/2013 20:30,NULL,1,0,3/7/2013 12:20,12.89406,77.56452,13.02853,77.54625,,
140312,486,12,NULL,2,1335,393,NULL,NULL,3/8/2013 4:15,NULL,1,0,3/7/2013 13:31,12.894848,77.598843,13.19956,77.70688,,
140317,27981,12,NULL,2,171,1010,NULL,NULL,3/7/2013 19:00,NULL,0,0,3/7/2013 13:58,12.98479,77.66128,12.96691,77.74935,,
140318,26184,12,NULL,2,590,393,NULL,NULL,3/7/2013 17:45,NULL,1,0,3/7/2013 14:05,13.00826,77.56433,13.19956,77.70688,,
140321,26210,85,NULL,1,NULL,NULL,15,146,3/19/2013 10:30,3/21/2013,1,0,3/7/2013 14:37,NULL,NULL,NULL,NULL,,
140322,26211,12,NULL,2,417,1393,NULL,NULL,3/8/2013 9:00,NULL,0,0,3/7/2013 14:44,12.96539,77.65863,13.19966,77.70688,,
140324,26213,12,NULL,2,571,1384,NULL,NULL,3/7/2013 16:30,NULL,0,0,3/7/2013 14:58,12.95185,77.69642,13.02853,77.54625,,
140326,26214,85,NULL,2,1010,393,NULL,NULL,3/7/2013 16:30,NULL,0,0,3/7/2013 15:44,12.96691,77.74935,13.19956,77.70688,,
140327,24042,12,NULL,2,1010,83,NULL,NULL,3/7/2013 17:30,NULL,1,0,3/7/2013 15:59,12.96691,77.74935,12.92415,77.67229,,
140329,24321,12,2,3,572,NULL,NULL,NULL,3/7/2013 16:45,NULL,0,0,3/7/2013 16:18,12.91873,77.61494,NULL,NULL,,
140335,26220,85,NULL,2,1089,393,NULL,NULL,3/8/2013 13:30,NULL,0,0,3/7/2013 17:08,12.99517,77.731147,13.19956,77.70688,,
140336,26221,12,NULL,2,58,974,NULL,NULL,3/7/2013 20:00,NULL,1,0,3/7/2013 17:24,12.88963,77.60119,13.07557,77.55904,,
140339,26223,12,NULL,2,1053,822,NULL,NULL,3/7/2013 18:30,NULL,0,0,3/7/2013 17:43,12.912799,77.589784,13.01024,77.58056,,
140342,26225,23,NULL,2,1384,330,NULL,NULL,3/12/2013 7:30,NULL,1,0,3/7/2013 18:01,13.02853,77.54625,12.858833,77.589127,,
140344,30663,12,NULL,2,1384,625,NULL,NULL,3/8/2013 20:30,NULL,0,0,3/7/2013 18:25,13.02853,77.54625,12.95431,77.6553,,
140349,32813,12,NULL,2,393,1082,NULL,NULL,3/7/2013 22:15,NULL,0,0,3/7/2013 18:45,13.19956,77.70688,12.870924,77.575879,,
140359,18764,28,NULL,2,731,963,NULL,NULL,3/8/2013 7:45,NULL,0,0,3/7/2013 19:39,13.04937,77.51179,12.99111,77.59204,,
140365,26236,65,NULL,1,450,NULL,15,55,3/9/2013 7:00,3/11/2013,0,0,3/7/2013 20:16,12.9334,77.62652,NULL,NULL,,
140367,18930,12,1,3,293,NULL,NULL,NULL,3/8/2013 9:00,NULL,0,0,3/7/2013 20:28,12.849482,77.663187,NULL,NULL,,
140370,26239,12,NULL,2,1056,393,NULL,NULL,3/8/2013 6:00,NULL,1,0,3/7/2013 20:49,12.919199,77.60931,13.19956,77.70688,,
140376,1768,23,NULL,2,585,363,NULL,NULL,3/8/2013 13:15,NULL,0,0,3/7/2013 21:39,12.97677,77.5727,12.99287,77.71662,,
140389,24999,12,NULL,2,1013,1070,NULL,NULL,3/8/2013 11:00,NULL,1,0,3/8/2013 8:22,12.9475,77.65878,12.926098,77.681121,,
140404,6745,85,NULL,2,1054,1063,NULL,NULL,3/8/2013 16:30,NULL,0,0,3/8/2013 10:40,12.90184,77.581587,12.934477,77.611284,,
140405,26171,12,2,3,458,NULL,NULL,NULL,3/8/2013 20:00,NULL,0,0,3/8/2013 10:47,13.00037,77.72746,NULL,NULL,,
140415,14903,12,2,3,186,NULL,NULL,NULL,3/10/2013 14:00,3/10/2013,1,0,3/8/2013 11:59,12.80257,77.70453,NULL,NULL,,
140423,26264,23,NULL,2,1301,393,NULL,NULL,3/8/2013 22:45,NULL,1,0,3/8/2013 13:04,12.937222,77.626915,13.19956,77.70688,,
140425,26238,12,NULL,1,264,NULL,15,44,3/9/2013 7:00,3/9/2013,0,0,3/8/2013 13:16,12.90721,77.69544,NULL,NULL,,
140434,26272,12,NULL,2,585,393,NULL,NULL,3/9/2013 1:00,NULL,0,0,3/8/2013 14:29,12.97677,77.5727,13.19956,77.70688,,
140438,26276,12,NULL,2,1005,1384,NULL,NULL,3/8/2013 16:30,NULL,0,0,3/8/2013 14:57,12.89096,77.60993,13.02853,77.54625,,
140439,15309,12,NULL,2,1320,393,NULL,NULL,3/9/2013 4:30,NULL,0,0,3/8/2013 15:00,12.840674,77.65966,13.19956,77.70688,,
140457,26281,12,NULL,2,171,1102,NULL,NULL,3/8/2013 19:00,NULL,0,0,3/8/2013 17:06,12.98479,77.66128,12.93652,77.54481,,
140467,24564,12,NULL,1,1267,NULL,NULL,32,3/9/2013 7:00,3/9/2013,1,0,3/8/2013 18:17,12.925766,77.675816,NULL,NULL,,
140470,2017,24,NULL,2,571,393,NULL,NULL,3/9/2013 7:30,NULL,0,0,3/8/2013 18:29,12.95185,77.69642,13.19956,77.70688,,
140472,26287,12,NULL,2,1263,541,NULL,NULL,3/8/2013 23:45,NULL,0,0,3/8/2013 18:40,12.96897,77.59456,12.93524,77.61997,,
140476,26288,85,NULL,2,1053,1312,NULL,NULL,3/8/2013 22:45,NULL,1,0,3/8/2013 19:11,12.912799,77.589784,12.839879,77.658145,,
140483,26292,12,NULL,2,396,451,NULL,NULL,3/8/2013 20:30,NULL,0,0,3/8/2013 19:54,12.92073,77.66482,12.9739,77.57914,,
140497,26301,12,NULL,2,877,1063,NULL,NULL,3/8/2013 23:30,NULL,0,0,3/8/2013 21:19,12.96246,77.58985,12.934477,77.611284,,
140500,25970,12,NULL,2,393,990,NULL,NULL,3/9/2013 0:15,NULL,0,0,3/8/2013 21:53,13.19956,77.70688,13.00156,77.57501,,
140502,22501,12,NULL,2,1341,83,NULL,NULL,3/9/2013 1:00,NULL,0,0,3/8/2013 22:11,12.979703,77.69382,12.92415,77.67229,,
140510,26307,85,2,3,1155,NULL,NULL,NULL,3/9/2013 8:00,NULL,0,0,3/9/2013 6:12,12.90245,77.66081,NULL,NULL,,
140519,24658,28,2,3,1095,NULL,NULL,NULL,3/9/2013 11:30,3/9/2013,1,0,3/9/2013 9:26,12.92415,77.67229,NULL,NULL,,
140523,26312,24,NULL,2,888,455,NULL,NULL,3/9/2013 12:00,NULL,0,0,3/9/2013 9:55,12.98818,77.50104,12.999874,77.67812,,
140534,23277,12,1,3,731,NULL,NULL,NULL,3/9/2013 18:00,NULL,0,0,3/9/2013 11:05,13.04937,77.51179,NULL,NULL,,
140542,36048,28,NULL,2,1222,571,NULL,NULL,3/9/2013 21:45,NULL,1,0,3/9/2013 11:27,13.012419,77.555151,12.95185,77.69642,,
140550,26322,12,NULL,2,515,393,NULL,NULL,3/10/2013 4:00,NULL,1,0,3/9/2013 13:02,12.97896,77.67345,13.19956,77.70688,,
140559,26328,85,NULL,2,1383,214,NULL,NULL,3/9/2013 15:00,NULL,0,0,3/9/2013 14:20,12.930451,77.685822,12.9822,77.60832,,
140574,17413,85,NULL,2,1357,1155,NULL,NULL,3/9/2013 21:15,NULL,0,0,3/9/2013 16:22,12.932229,77.690567,12.90245,77.66081,,
140582,26317,85,NULL,2,1375,393,NULL,NULL,3/9/2013 20:00,NULL,0,0,3/9/2013 16:46,12.94371,77.600549,13.19956,77.70688,,
140583,1768,12,NULL,2,363,1021,NULL,NULL,3/10/2013 13:00,NULL,0,0,3/9/2013 16:54,12.99287,77.71662,13.02853,77.54625,,
140603,26343,12,NULL,2,471,393,NULL,NULL,3/10/2013 3:30,NULL,0,0,3/9/2013 19:54,13.01854,77.63524,13.19956,77.70688,,
140604,26344,12,NULL,2,1136,1384,NULL,NULL,3/9/2013 21:00,NULL,0,0,3/9/2013 19:59,12.99049,77.69798,13.02853,77.54625,,
140612,26347,12,NULL,2,393,184,NULL,NULL,3/10/2013 9:30,NULL,0,1,3/9/2013 20:51,13.19956,77.70688,12.95871,77.56337,,
140634,26354,87,2,3,271,NULL,NULL,NULL,3/10/2013 4:45,NULL,1,0,3/9/2013 23:59,12.95641,77.64076,NULL,NULL,,
140641,24096,12,NULL,2,1159,974,NULL,NULL,3/10/2013 10:00,NULL,0,0,3/10/2013 7:28,12.90163,77.582,13.07557,77.55904,,
140643,26330,12,NULL,2,1330,25,NULL,NULL,3/10/2013 9:45,NULL,0,0,3/10/2013 7:48,12.953434,77.70651,12.98059,77.57475,,
140646,24479,12,NULL,2,293,393,NULL,NULL,3/11/2013 4:00,NULL,1,0,3/10/2013 8:40,12.849482,77.663187,13.19956,77.70688,,
140652,26364,12,NULL,2,1250,393,NULL,NULL,3/10/2013 10:15,NULL,0,0,3/10/2013 9:22,13.02853,77.54625,13.19956,77.70688,,
140653,26365,12,2,3,1214,NULL,NULL,NULL,3/10/2013 20:30,NULL,0,0,3/10/2013 10:01,12.97672,77.64927,NULL,NULL,,
140663,26371,12,2,3,1240,NULL,NULL,NULL,3/10/2013 12:15,NULL,0,0,3/10/2013 11:12,12.97251,77.61954,NULL,NULL,,
140666,21563,12,NULL,2,484,1237,NULL,NULL,3/10/2013 14:30,NULL,0,0,3/10/2013 11:20,12.90013,77.48279,12.92645,77.61206,,
140669,26376,12,NULL,2,571,585,NULL,NULL,3/12/2013 7:00,3/13/2013,1,0,3/10/2013 11:38,12.95185,77.69642,12.97677,77.5727,,
140672,26379,12,NULL,2,1288,393,NULL,NULL,3/11/2013 4:15,NULL,1,0,3/10/2013 11:43,12.953622,77.51622,13.19956,77.70688,,
140673,17443,12,NULL,2,83,293,NULL,NULL,3/10/2013 17:00,NULL,1,0,3/10/2013 11:43,12.92415,77.67229,12.849482,77.663187,,
140678,5102,12,NULL,2,1165,585,NULL,NULL,3/10/2013 14:15,NULL,0,0,3/10/2013 13:20,12.990947,77.687112,12.97677,77.5727,,
140680,26382,12,NULL,2,393,1010,NULL,NULL,3/10/2013 16:00,NULL,0,0,3/10/2013 13:26,13.19956,77.70688,12.96691,77.74935,,
140684,26385,12,NULL,2,767,1061,NULL,NULL,3/10/2013 14:30,NULL,0,0,3/10/2013 14:05,12.9122,77.51043,12.924878,77.566255,,
140685,26385,12,NULL,2,1061,767,NULL,NULL,3/10/2013 15:30,NULL,0,0,3/10/2013 14:07,12.924878,77.566255,12.9122,77.51043,,
140691,26389,12,NULL,2,974,393,NULL,NULL,3/11/2013 4:00,NULL,0,0,3/10/2013 14:57,13.07557,77.55904,13.19956,77.70688,,
140692,7638,12,NULL,2,492,393,NULL,NULL,3/11/2013 3:00,NULL,0,0,3/10/2013 14:58,12.851218,77.521664,13.19956,77.70688,,
140696,18734,12,NULL,2,585,1087,NULL,NULL,3/11/2013 4:30,NULL,0,1,3/10/2013 15:13,12.97677,77.5727,12.909579,77.638063,,
140700,26172,24,NULL,2,1308,393,NULL,NULL,3/11/2013 3:45,NULL,0,0,3/10/2013 15:42,12.98413,77.600371,13.19956,77.70688,,
140701,26392,28,NULL,2,542,393,NULL,NULL,3/10/2013 17:30,NULL,0,0,3/10/2013 15:45,12.93823,77.62289,13.19956,77.70688,,
140704,26393,12,1,3,450,NULL,NULL,NULL,3/10/2013 18:30,NULL,0,0,3/10/2013 15:54,12.9334,77.62652,NULL,NULL,,
140722,25568,12,NULL,2,571,293,NULL,NULL,3/10/2013 21:30,NULL,0,1,3/10/2013 18:46,12.95185,77.69642,12.849482,77.663187,,
140724,26402,23,NULL,2,373,393,NULL,NULL,3/11/2013 7:00,NULL,1,0,3/10/2013 19:15,12.87153,77.60206,13.19956,77.70688,,
140726,26403,12,NULL,2,451,393,NULL,NULL,3/11/2013 3:30,NULL,0,0,3/10/2013 19:26,12.9739,77.57914,13.19956,77.70688,,
140731,21626,12,NULL,2,410,1021,NULL,NULL,3/11/2013 22:00,NULL,0,0,3/10/2013 19:59,13.05121,77.54113,13.02853,77.54625,,
140732,26406,12,NULL,2,187,1384,NULL,NULL,3/10/2013 21:00,NULL,0,0,3/10/2013 19:59,12.95892,77.5277,13.02853,77.54625,,
140733,15772,12,NULL,2,1147,1021,NULL,NULL,3/10/2013 21:30,NULL,0,0,3/10/2013 20:02,13.03064,77.6491,13.02853,77.54625,,
140736,26409,85,NULL,2,1365,393,NULL,NULL,3/11/2013 4:30,NULL,0,0,3/10/2013 20:24,12.845653,77.677925,13.19956,77.70688,,
140737,26269,23,NULL,2,243,1388,NULL,NULL,3/11/2013 12:00,NULL,0,0,3/10/2013 20:25,13.24373,77.70915,12.919722,77.592806,,
140744,3298,12,NULL,2,492,393,NULL,NULL,3/11/2013 9:00,NULL,0,0,3/10/2013 21:44,12.851218,77.521664,13.19956,77.70688,,
140747,23948,12,NULL,2,187,1056,NULL,NULL,3/11/2013 8:45,NULL,1,0,3/10/2013 22:18,12.95892,77.5277,12.919199,77.60931,,
140750,709,12,2,3,396,NULL,NULL,NULL,3/12/2013 9:30,3/11/2013,1,0,3/10/2013 22:34,12.92073,77.66482,NULL,NULL,,
140755,26186,12,NULL,2,541,1384,NULL,NULL,3/11/2013 8:30,NULL,1,0,3/11/2013 0:28,12.93524,77.61997,13.02853,77.54625,,
140756,26307,12,NULL,2,1155,585,NULL,NULL,3/11/2013 11:00,NULL,1,0,3/11/2013 0:55,12.90245,77.66081,12.97677,77.5727,,
140757,26415,12,NULL,2,572,393,NULL,NULL,3/11/2013 7:00,NULL,0,0,3/11/2013 1:46,12.91873,77.61494,13.19956,77.70688,,
